sessionid,medium,session_start_time,session_end_time,userid,log_in_status,session_with_order,member_tier,eventaction,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,11,25,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Other,14,28,8,7.5,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,23,17,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Homepage,24,18,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,30,11,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Category,25,12,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,26,13,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,27,14,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Category,28,15,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,29,16,6,10,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,32,10,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,31,9,2,30,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,33,6,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,34,5,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,35,7,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,36,8,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,OrderPlacedEvent,NULL,38,3,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,OrderPlacedEvent,NULL,37,4,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,website,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,39,2,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
384AB6E06BA0AC6C0F4867A6D77DB3D9.twpfa116n,cpc,5/23/2020 8:26,47:00.0,c564fe2e-11e4-422d-9566-e40fae38ffc4,Y,Y,Member,Pageview,Checkout,40,1,4,15,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
0B1340C64103158BEC66D853E6E36F03.twpfa36n,organic,5/23/2020 8:26,26:00.0,66691844-6895-44fa-afe7-024744e16f29,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
111B0C692C69E0D6042255860995BB43.twpfa34n,organic,5/23/2020 8:26,26:00.0,24b5e060-9f17-4d77-a127-1052cbb3eacf,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C7432284CB71F0D21AA46D4EAA40080C.twpfa116n,organic,5/23/2020 8:26,27:00.0,fd88a532-b38c-4fbb-a56d-d275c625f60a,N,N,anonymous,Pageview,Category,1,2,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C7432284CB71F0D21AA46D4EAA40080C.twpfa116n,organic,5/23/2020 8:26,27:00.0,fd88a532-b38c-4fbb-a56d-d275c625f60a,N,N,anonymous,Pageview,Category,2,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
9740F0923D364BE85A6933417C644233.twpfa111n,organic,5/23/2020 8:28,28:00.0,c74532d4-2af9-4b4d-b94d-2ebde53fface,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,SearchResult,33,26,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,2,56,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,SearchResult,34,25,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,4,58,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,5,54,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,6,53,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,7,52,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,SearchResult,19,40,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,SearchResult,21,38,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,10,49,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,11,48,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,12,47,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,13,46,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Register,14,45,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Other,18,41,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,MyAccount,15,44,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Other,16,43,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,MyAccount,17,42,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Login,1,55,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,20,39,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Login,3,57,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,22,37,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,23,36,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,24,35,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,25,30,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,26,31,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,27,32,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,28,33,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,29,34,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,30,29,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,32,27,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,31,28,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Other,8,51,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Other,9,50,8,7.5,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,36,23,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Product,35,24,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,37,21,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,38,22,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,39,20,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,40,19,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,41,18,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,42,17,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,43,15,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,44,16,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,47,11,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,45,13,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,46,12,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,48,10,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,49,14,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Category,50,9,6,10,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,51,7,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,52,8,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,53,5,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Homepage,54,6,2,30,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,55,1,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,organic,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,OrderPlacedEvent,NULL,56,2,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,OrderPlacedEvent,NULL,57,3,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
B6286C04522C555B07882C5FBC108383.twpfa111n,cpc,5/23/2020 8:28,59:00.0,35d69786-32e3-41f6-9fa2-c26c82c596f6,Y,Y,Member,Pageview,Checkout,58,4,4,15,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N
2F4CD1EB8870D17CEF513782CE9F3BBC.twpfa50n,organic,5/23/2020 8:31,31:00.0,4358323b-01f4-4367-9bae-566ee59e87c2,N,N,anonymous,Pageview,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
DF111A8EDFE5E530D1FE2BFC613A3C75.twpfa41n,social,5/23/2020 8:32,33:00.0,05dff7e9-2428-4a1a-8a84-20bc9e570390,N,N,anonymous,Pageview,Homepage,1,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
DF111A8EDFE5E530D1FE2BFC613A3C75.twpfa41n,social,5/23/2020 8:32,33:00.0,05dff7e9-2428-4a1a-8a84-20bc9e570390,N,N,anonymous,Pageview,Category,2,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
DF111A8EDFE5E530D1FE2BFC613A3C75.twpfa41n,social,5/23/2020 8:32,33:00.0,05dff7e9-2428-4a1a-8a84-20bc9e570390,N,N,anonymous,Pageview,Homepage,3,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1203933C59017B6CF5A6B926E6EEEF31.twpfa38n,organic,5/23/2020 8:33,41:00.0,3cb5774b-ed8a-41f4-b3e4-11f68b5a345e,N,N,anonymous,Pageview,Homepage,1,10,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1203933C59017B6CF5A6B926E6EEEF31.twpfa38n,organic,5/23/2020 8:33,41:00.0,3cb5774b-ed8a-41f4-b3e4-11f68b5a345e,N,N,anonymous,Pageview,Product,3,9,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1203933C59017B6CF5A6B926E6EEEF31.twpfa38n,organic,5/23/2020 8:33,41:00.0,3cb5774b-ed8a-41f4-b3e4-11f68b5a345e,N,N,anonymous,Pageview,SearchResult,6,4,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
1203933C59017B6CF5A6B926E6EEEF31.twpfa38n,organic,5/23/2020 8:33,41:00.0,3cb5774b-ed8a-41f4-b3e4-11f68b5a345e,N,N,anonymous,Pageview,SearchResult,5,6,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
