userid,pagetype,member_tier,log_in_status,page_duration,start_time
fd,Product,NULL,N,60,11/2/2019 13:45
74,Product,NULL,N,90,11/2/2019 13:46
8c,Product,NULL,N,30,11/2/2019 13:46
d4,Other,Base,Y,630,11/2/2019 13:46
d4,Cart,Base,Y,30,11/2/2019 13:46
d4,Category,NULL,N,120,11/2/2019 13:46
75,Category,NULL,N,90,11/2/2019 13:47
75,Other,NULL,N,60,11/2/2019 13:47
75,Homepage,NULL,N,60,11/2/2019 13:47
75,Product,NULL,N,120,11/2/2019 13:47
fd,Other,NULL,N,60,11/2/2019 13:47
fd,Category,NULL,N,190,11/2/2019 13:47
fd,Other,NULL,N,180,11/2/2019 13:48
fd,Product,NULL,N,60,11/2/2019 13:48
fd,Product,NULL,N,180,11/2/2019 13:48
75,Cart,NULL,N,60,11/2/2019 13:49
d4,SearchResult,NULL,N,60,11/2/2019 13:49
d4,Cart,NULL,N,60,11/2/2019 13:49
fb,SearchResult,NULL,N,60,11/2/2019 13:49
fb,Other,NULL,N,60,11/2/2019 13:49
fb,Category,NULL,N,210,11/2/2019 13:49
fb,Product,NULL,N,65,11/2/2019 13:49
fd,Register,NULL,Y,672,11/2/2019 13:49
fd,Other,NULL,Y,185,11/2/2019 13:49
fe,Product,NULL,N,140.6666667,11/2/2019 13:49
3d,Product,NULL,N,30,11/2/2019 13:50
3d,Register,Base,Y,340,11/2/2019 13:50
3d,Product,NULL,N,120,11/2/2019 13:50
77,Category,NULL,N,60,11/2/2019 13:50
80,Product,NULL,N,180,11/2/2019 13:50
80,Loyalty,NULL,N,30,11/2/2019 13:50
bd,Category,NULL,N,100,11/2/2019 13:50
d4,Other,NULL,N,30,11/2/2019 13:50
fb,Category,NULL,N,50,11/2/2019 13:50
fb,Homepage,NULL,N,20,11/2/2019 13:50
fe,Other,NULL,N,120,11/2/2019 13:50
fe,Product,NULL,N,515,11/2/2019 13:50
75,Other,NULL,N,60,11/2/2019 13:51
87,Category,NULL,N,30,11/2/2019 13:51
d4,Other,NULL,N,90,11/2/2019 13:51
d4,Other,NULL,N,1350,11/2/2019 13:51
d4,Homepage,NULL,N,60,11/2/2019 13:51
fe,Product,NULL,N,30,11/2/2019 13:51
75,Category,NULL,N,30,11/2/2019 13:52
75,Product,NULL,N,60,11/2/2019 13:52
75,Category,NULL,N,120,11/2/2019 13:52
75,Loyalty,NULL,N,280,11/2/2019 13:52
75,Other,NULL,N,60,11/2/2019 13:52
80,Other,Base,Y,340,11/2/2019 13:52
80,Product,NULL,N,90,11/2/2019 13:52
d2,Other,NULL,N,60,11/2/2019 13:52
fe,Product,NULL,N,60,11/2/2019 13:52
2d,Product,NULL,N,120,11/2/2019 13:53
2d,SearchResult,NULL,N,60,11/2/2019 13:53
2d,Homepage,NULL,N,80,11/2/2019 13:53
75,Product,NULL,N,30,11/2/2019 13:53
75,Product,NULL,N,60,11/2/2019 13:53
fe,Other,NULL,N,60,11/2/2019 13:53
fe,Homepage,NULL,N,202,11/2/2019 13:53
fe,SearchResult,NULL,N,60,11/2/2019 13:53
1a,Other,NULL,N,60,11/2/2019 13:54
75,Product,NULL,N,120,11/2/2019 13:54
fe,Product,NULL,Y,30,11/2/2019 13:54
fe,Product,NULL,N,480,11/2/2019 13:54
fe,Product,NULL,N,60,11/2/2019 13:54
3d,Other,NULL,N,120,11/2/2019 13:55
3d,Other,NULL,N,90,11/2/2019 13:55
75,Category,NULL,N,342,11/2/2019 13:55
75,Product,NULL,N,221,11/2/2019 13:55
fe,Product,NULL,N,60,11/2/2019 13:55
3d,Other,NULL,N,60,11/2/2019 13:56
6d,Other,NULL,N,480,11/2/2019 13:57
6d,Homepage,NULL,N,60,11/2/2019 13:57
bb,Other,NULL,N,60,11/2/2019 13:57
bb,Product,NULL,N,15,11/2/2019 13:57
bb,Product,NULL,N,60,11/2/2019 13:57
bb,Product,NULL,N,60,11/2/2019 13:57
fe,Checkout,NULL,N,360,11/2/2019 13:57
4e,Product,NULL,N,90,11/2/2019 13:58
4e,Checkout,Elite,Y,637,11/2/2019 13:58
6e,SearchResult,NULL,N,120,11/2/2019 13:58
6e,Cart,NULL,N,92,11/2/2019 13:58
b4,Product,NULL,N,60,11/2/2019 13:58
cf,Other,NULL,N,60,11/2/2019 13:58
cf,Other,NULL,N,90,11/2/2019 13:58
fe,Product,Base,Y,120,11/2/2019 13:58
fe,Homepage,Base,Y,75,11/2/2019 13:58
4e,Product,NULL,N,180,11/2/2019 13:59
fe,Cart,Base,Y,30,11/2/2019 13:59
0c,Product,NULL,N,180,11/2/2019 14:00
8c,Homepage,Base,Y,15,11/2/2019 14:00
e5,Product,NULL,N,60,11/2/2019 14:00
fe,Other,NULL,N,240,11/2/2019 14:00
fe,SearchResult,NULL,N,100,11/2/2019 14:00
6e,Category,NULL,N,86,11/2/2019 14:01
6e,Product,NULL,N,30,11/2/2019 14:01
7b,Other,NULL,N,70,11/2/2019 14:01
d2,Other,NULL,N,770,11/2/2019 14:01
fe,Product,NULL,N,60,11/2/2019 14:01
fe,Product,NULL,N,120,11/2/2019 14:01
1,Category,NULL,N,120,11/2/2019 14:02
63,Other,NULL,N,2310,11/2/2019 14:02
63,Homepage,NULL,N,480,11/2/2019 14:02
6e,Other,NULL,N,30,11/2/2019 14:02
fe,Product,NULL,N,60,11/2/2019 14:02
fe,Product,NULL,N,30,11/2/2019 14:02
4e,Product,NULL,N,51.42857143,11/2/2019 14:03
4e,Other,NULL,N,120,11/2/2019 14:03
53,SearchResult,NULL,N,20,11/2/2019 14:03
53,Other,NULL,N,40,11/2/2019 14:03
6e,Product,NULL,N,60,11/2/2019 14:03
6e,Product,NULL,N,120,11/2/2019 14:03
1c,Product,NULL,N,30,11/2/2019 14:04
1c,Product,NULL,N,60,11/2/2019 14:04
4e,Other,NULL,N,60,11/2/2019 14:04
4f,Category,Base,Y,510,11/2/2019 14:04
4f,Other,NULL,N,2290,11/2/2019 14:04
53,Other,NULL,N,15,11/2/2019 14:04
63,SearchResult,NULL,N,30,11/2/2019 14:04
1c,Product,NULL,N,120,11/2/2019 14:05
4f,Category,NULL,N,179.047619,11/2/2019 14:05
6f,SearchResult,NULL,N,60,11/2/2019 14:05
88,MyAccount,Base,Y,24,11/2/2019 14:05
88,Product,NULL,N,60,11/2/2019 14:05
fe,Product,NULL,N,60,11/2/2019 14:05
fe,Other,NULL,N,60,11/2/2019 14:05
fe,Other,NULL,N,60,11/2/2019 14:05
fe,Category,NULL,N,15,11/2/2019 14:05
88,Product,NULL,N,60,11/2/2019 14:06
88,Product,NULL,N,30,11/2/2019 14:06
97,Homepage,NULL,N,72,11/2/2019 14:06
fe,Homepage,NULL,N,150,11/2/2019 14:06
97,Product,NULL,N,30,11/2/2019 14:07
97,Product,NULL,N,60,11/2/2019 14:07
97,Category,NULL,N,24,11/2/2019 14:07
a1,Register,NULL,N,210,11/2/2019 14:07
4f,Product,NULL,N,300,11/2/2019 14:08
4f,Other,NULL,N,60,11/2/2019 14:08
4f,Product,NULL,N,40,11/2/2019 14:08
4f,SearchResult,NULL,N,80,11/2/2019 14:08
fe,SearchResult,NULL,N,60,11/2/2019 14:08
fe,Other,NULL,N,60,11/2/2019 14:08
4f,Other,Base,Y,70,11/2/2019 14:09
4f,Category,NULL,N,60,11/2/2019 14:09
6e,Other,NULL,N,120,11/2/2019 14:09
6e,Product,NULL,N,540,11/2/2019 14:09
97,Other,NULL,N,60,11/2/2019 14:09
ff,Category,NULL,N,60,11/2/2019 14:09
46,Category,NULL,N,340,11/2/2019 14:10
46,Product,NULL,N,30,11/2/2019 14:10
6e,Other,NULL,N,135,11/2/2019 14:10
6e,Other,NULL,N,50,11/2/2019 14:10
6e,Category,NULL,N,50,11/2/2019 14:10
80,Homepage,Elite,Y,310,11/2/2019 14:10
80,Product,NULL,N,80,11/2/2019 14:10
97,Product,NULL,N,60,11/2/2019 14:10
97,Product,NULL,N,60,11/2/2019 14:10
9d,Other,NULL,N,60,11/2/2019 14:10
b1,Product,NULL,N,60,11/2/2019 14:10
da,Other,NULL,N,572.1428571,11/2/2019 14:10
ff,MyAccount,Base,Y,251,11/2/2019 14:10
46,Homepage,NULL,N,20,11/2/2019 14:11
6e,Checkout,Base,Y,510,11/2/2019 14:11
6e,Cart,NULL,N,120,11/2/2019 14:11
97,Other,NULL,N,1060.52381,11/2/2019 14:11
b1,Homepage,NULL,N,37,11/2/2019 14:11
b1,Homepage,NULL,N,120,11/2/2019 14:11
51,Category,NULL,N,60,11/2/2019 14:12
6e,Other,NULL,N,1200,11/2/2019 14:12
98,Homepage,NULL,N,90,11/2/2019 14:12
98,Product,Base,Y,90,11/2/2019 14:12
99,Product,Base,Y,15,11/2/2019 14:12
99,MyAccount,Base,Y,30,11/2/2019 14:12
9b,Category,NULL,N,60,11/2/2019 14:12
9b,Category,NULL,N,60,11/2/2019 14:12
9b,Product,NULL,N,24,11/2/2019 14:12
9b,Homepage,Base,Y,90,11/2/2019 14:12
98,Category,Base,Y,330,11/2/2019 14:13
9b,Product,NULL,N,220,11/2/2019 14:13
4f,Other,NULL,N,60,11/2/2019 14:14
4f,Other,Base,Y,122,11/2/2019 14:14
6e,Product,NULL,N,60,11/2/2019 14:14
6e,Other,NULL,N,60,11/2/2019 14:14
98,MyAccount,Base,Y,12,11/2/2019 14:14
4f,Checkout,Base,Y,444,11/2/2019 14:15
4f,Category,NULL,N,60,11/2/2019 14:15
6e,Other,NULL,N,120,11/2/2019 14:15
74,Homepage,NULL,N,326.0714286,11/2/2019 14:17
0f,Other,NULL,N,90,11/2/2019 14:19
d3,MyAccount,Base,Y,135,11/2/2019 14:19
cd,Loyalty,NULL,N,240,11/2/2019 14:20
e5,Category,NULL,N,60,11/2/2019 14:20
f7,Product,NULL,N,450,11/2/2019 14:20
18,Product,Base,Y,20,11/2/2019 14:21
18,Homepage,NULL,N,20,11/2/2019 14:22
3d,Other,NULL,N,60,11/2/2019 14:22
c2,Product,NULL,N,60,11/2/2019 14:22
18,MyAccount,Base,Y,15,11/2/2019 14:23
18,Other,NULL,N,120,11/2/2019 14:23
be,Other,NULL,N,90,11/2/2019 14:23
18,Product,NULL,N,35,11/2/2019 14:24
18,Product,NULL,N,60,11/2/2019 14:24
18,Homepage,NULL,N,10,11/2/2019 14:24
18,Register,NULL,N,10,11/2/2019 14:25
18,Category,NULL,N,900,11/2/2019 14:25
18,Homepage,NULL,N,176,11/2/2019 14:25
bb,Homepage,NULL,N,120,11/2/2019 14:25
0c,SearchResult,NULL,N,60,11/2/2019 14:26
96,Product,NULL,N,60,11/2/2019 14:26
96,Other,NULL,N,60,11/2/2019 14:26
9a,Homepage,NULL,N,60,11/2/2019 14:26
9a,Other,NULL,N,60,11/2/2019 14:26
e4,Product,NULL,N,150,11/2/2019 14:26
e4,Homepage,NULL,N,180,11/2/2019 14:26
0c,Homepage,NULL,N,30,11/2/2019 14:27
18,Product,NULL,N,60,11/2/2019 14:27
18,Other,NULL,N,30,11/2/2019 14:27
19,Register,Base,Y,120,11/2/2019 14:27
19,Product,NULL,N,60,11/2/2019 14:27
e4,Product,NULL,N,60,11/2/2019 14:27
e4,MyAccount,Elite,Y,80,11/2/2019 14:27
e4,Category,NULL,N,20,11/2/2019 14:27
f2,Product,NULL,N,60,11/2/2019 14:27
19,Product,NULL,N,86.36363636,11/2/2019 14:29
ea,Other,NULL,N,120,11/2/2019 14:29
f2,Other,NULL,N,150,11/2/2019 14:29
f2,Category,NULL,N,15,11/2/2019 14:29
f2,Other,NULL,N,150,11/2/2019 14:29
19,Product,NULL,N,60,11/2/2019 14:30
19,MyAccount,Base,Y,60,11/2/2019 14:30
ea,Product,NULL,N,60,11/2/2019 14:30
ea,Category,NULL,N,60,11/2/2019 14:30
f2,Other,NULL,N,40,11/2/2019 14:30
f2,Product,Base,Y,580,11/2/2019 14:30
ea,Other,NULL,N,20,11/2/2019 14:31
ea,Other,NULL,N,60,11/2/2019 14:31
ea,Other,NULL,N,60,11/2/2019 14:31
ea,Homepage,NULL,N,150,11/2/2019 14:31
ea,Homepage,NULL,N,120,11/2/2019 14:31
ea,Product,NULL,N,60,11/2/2019 14:31
ea,Category,NULL,N,120,11/2/2019 14:31
f2,SearchResult,NULL,N,60,11/2/2019 14:31
45,Product,NULL,N,1650,11/2/2019 14:32
45,Other,NULL,N,60,11/2/2019 14:32
ea,Other,NULL,N,60,11/2/2019 14:32
ea,Product,NULL,N,60,11/2/2019 14:32
ea,Product,NULL,N,60,11/2/2019 14:32
19,Homepage,Base,Y,20,11/2/2019 14:33
45,Other,NULL,N,3320,11/2/2019 14:34
45,Other,NULL,N,60,11/2/2019 14:34
45,Homepage,NULL,N,130,11/2/2019 14:34
ea,Category,NULL,N,60,11/2/2019 14:34
ea,Other,NULL,N,60,11/2/2019 14:34
32,Other,NULL,N,60,11/2/2019 14:35
32,Homepage,NULL,N,90,11/2/2019 14:35
19,Checkout,NULL,Y,85,11/2/2019 14:36
19,Checkout,Base,Y,15,11/2/2019 14:36
32,Other,NULL,N,60,11/2/2019 14:36
32,MyAccount,NULL,N,90,11/2/2019 14:36
70,Product,NULL,N,60,11/2/2019 14:36
ad,Category,NULL,N,60,11/2/2019 14:36
ea,Category,NULL,N,180,11/2/2019 14:36
19,Product,NULL,N,180,11/2/2019 14:37
32,Other,NULL,N,540,11/2/2019 14:37
3a,Other,NULL,N,60,11/2/2019 14:37
70,Register,NULL,Y,760,11/2/2019 14:37
ea,Category,NULL,N,60,11/2/2019 14:37
3a,BlogContent,NULL,N,240,11/2/2019 14:38
3a,Other,NULL,N,200,11/2/2019 14:38
b2,Other,NULL,N,650,11/2/2019 14:38
d7,Homepage,NULL,N,10,11/2/2019 14:38
ea,Other,NULL,N,60,11/2/2019 14:38
eb,Category,NULL,N,60,11/2/2019 14:38
d7,Product,NULL,N,60,11/2/2019 14:39
d7,Category,NULL,N,60,11/2/2019 14:39
d7,Homepage,Base,Y,60,11/2/2019 14:39
d7,Homepage,NULL,N,60,11/2/2019 14:39
6f,Other,NULL,N,80,11/2/2019 14:40
6f,Category,NULL,N,30,11/2/2019 14:40
d7,Product,NULL,N,720,11/2/2019 14:40
d7,Product,NULL,N,60,11/2/2019 14:40
d7,Other,NULL,N,180,11/2/2019 14:40
d7,Other,NULL,N,180,11/2/2019 14:40
0c,Product,NULL,N,60,11/2/2019 14:41
19,SearchResult,NULL,N,90,11/2/2019 14:41
19,Product,NULL,N,60,11/2/2019 14:41
d7,Product,NULL,N,120,11/2/2019 14:41
d7,Other,NULL,N,60,11/2/2019 14:41
d7,Homepage,NULL,N,15,11/2/2019 14:41
d7,Product,NULL,N,235,11/2/2019 14:41
d8,Register,NULL,N,90,11/2/2019 14:41
ff,Other,NULL,N,60,11/2/2019 14:41
87,Other,NULL,N,12,11/2/2019 14:42
d8,Product,NULL,N,60,11/2/2019 14:42
d8,Product,NULL,N,60,11/2/2019 14:42
0c,Homepage,NULL,N,250,11/2/2019 14:43
0e,Product,NULL,N,120,11/2/2019 14:44
19,Other,NULL,N,120,11/2/2019 14:44
19,SearchResult,NULL,N,60,11/2/2019 14:44
53,Other,NULL,N,60,11/2/2019 14:44
3a,Category,NULL,N,90,11/2/2019 14:46
3a,Homepage,NULL,N,90,11/2/2019 14:46
3a,Product,NULL,N,60,11/2/2019 14:46
3a,Product,NULL,N,20,11/2/2019 14:46
3a,Homepage,NULL,N,20,11/2/2019 14:46
a6,Other,NULL,N,2640,11/2/2019 14:46
3a,Category,NULL,N,150,11/2/2019 14:47
3a,Product,NULL,N,60,11/2/2019 14:47
3a,Product,NULL,N,60,11/2/2019 14:47
19,Category,NULL,N,60,11/2/2019 14:48
19,Homepage,NULL,N,60,11/2/2019 14:48
3a,Product,NULL,N,180,11/2/2019 14:48
19,Register,Base,Y,90,11/2/2019 14:49
19,Other,NULL,N,60,11/2/2019 14:49
3a,Other,NULL,N,60,11/2/2019 14:49
3a,Homepage,NULL,N,120,11/2/2019 14:49
3a,Product,NULL,N,60,11/2/2019 14:49
3a,Other,NULL,N,60,11/2/2019 14:49
0e,Other,NULL,N,84,11/2/2019 14:50
34,Other,NULL,N,120,11/2/2019 14:50
42,Category,NULL,N,60,11/2/2019 14:51
eb,Homepage,NULL,N,60,11/2/2019 14:51
eb,Other,NULL,N,60,11/2/2019 14:51
eb,Category,NULL,N,60,11/2/2019 14:51
eb,Product,NULL,N,60,11/2/2019 14:51
d2,Homepage,NULL,N,200,11/2/2019 14:52
d2,Product,NULL,N,180,11/2/2019 14:52
19,Register,Base,Y,219,11/2/2019 14:53
19,SearchResult,NULL,N,45,11/2/2019 14:53
d2,Product,NULL,N,60,11/2/2019 14:53
d2,Product,NULL,N,110,11/2/2019 14:53
d2,MyAccount,Base,Y,60,11/2/2019 14:53
e0,Other,NULL,N,60,11/2/2019 14:53
19,Category,NULL,N,90,11/2/2019 14:54
19,Cart,NULL,N,120,11/2/2019 14:54
8e,Product,NULL,N,20,11/2/2019 14:54
d2,Other,NULL,N,60,11/2/2019 14:54
d3,Product,NULL,N,150,11/2/2019 14:54
d3,Product,NULL,N,90,11/2/2019 14:54
da,Category,NULL,N,60,11/2/2019 14:54
ed,Product,NULL,N,60,11/2/2019 14:54
ca,Product,Base,Y,152,11/2/2019 14:55
d3,Product,NULL,N,60,11/2/2019 14:55
d3,Category,NULL,Y,12,11/2/2019 14:55
d3,Category,NULL,N,60,11/2/2019 14:55
da,Other,NULL,N,60,11/2/2019 14:55
64,Other,NULL,N,180,11/2/2019 14:56
74,SearchResult,NULL,N,60,11/2/2019 14:56
ca,Product,NULL,N,120,11/2/2019 14:56
ca,Category,NULL,N,60,11/2/2019 14:56
ca,Homepage,NULL,N,30,11/2/2019 14:56
ca,Register,NULL,N,30,11/2/2019 14:56
d3,Register,NULL,N,20,11/2/2019 14:56
eb,Other,NULL,N,420,11/2/2019 14:56
eb,Product,NULL,N,90,11/2/2019 14:56
23,Other,NULL,N,60,11/2/2019 14:57
23,Other,NULL,N,50,11/2/2019 14:57
53,Homepage,Base,Y,128.5714286,11/2/2019 14:57
64,Other,NULL,N,60,11/2/2019 14:57
64,Category,NULL,N,90,11/2/2019 14:57
64,SearchResult,NULL,N,60,11/2/2019 14:57
eb,Product,NULL,N,60,11/2/2019 14:57
eb,Product,NULL,N,60,11/2/2019 14:57
eb,SearchResult,NULL,N,60,11/2/2019 14:57
eb,Homepage,NULL,N,30,11/2/2019 14:57
ff,Category,NULL,N,30,11/2/2019 14:57
42,SearchResult,NULL,N,60,11/2/2019 14:58
72,Homepage,NULL,N,30,11/2/2019 14:58
72,Other,NULL,N,60,11/2/2019 14:58
eb,Other,NULL,N,60,11/2/2019 14:58
eb,Category,Base,Y,175,11/2/2019 14:58
ca,Homepage,NULL,N,210,11/2/2019 14:59
f2,Product,NULL,N,60,11/2/2019 14:59
19,Category,NULL,N,15,11/2/2019 15:00
19,Product,NULL,N,60,11/2/2019 15:00
ca,Other,NULL,N,120,11/2/2019 15:00
cb,Product,NULL,N,15,11/2/2019 15:00
cb,Other,NULL,N,30,11/2/2019 15:01
cb,Category,NULL,N,146,11/2/2019 15:01
cb,Product,NULL,N,60,11/2/2019 15:01
50,Other,NULL,N,30,11/2/2019 15:02
6d,Checkout,NULL,N,40,11/2/2019 15:02
be,Homepage,NULL,N,210,11/2/2019 15:02
cb,Category,NULL,N,60,11/2/2019 15:02
cb,Other,NULL,N,200,11/2/2019 15:02
cb,Category,NULL,N,30,11/2/2019 15:02
19,Product,NULL,N,120,11/2/2019 15:03
19,SearchResult,NULL,N,60,11/2/2019 15:03
cb,Other,NULL,N,60,11/2/2019 15:03
cb,Category,NULL,N,1380,11/2/2019 15:03
d4,Other,NULL,N,60,11/2/2019 15:03
50,Other,NULL,N,60,11/2/2019 15:04
cb,SearchResult,NULL,N,120,11/2/2019 15:04
cb,Other,NULL,N,60,11/2/2019 15:04
cb,Product,NULL,N,240,11/2/2019 15:04
cb,Product,NULL,N,60,11/2/2019 15:04
cb,Product,NULL,N,60,11/2/2019 15:04
40,Register,Base,Y,150,11/2/2019 15:05
92,Product,NULL,N,90,11/2/2019 15:05
cb,Category,NULL,N,60,11/2/2019 15:05
19,Homepage,NULL,N,30,11/2/2019 15:06
19,SearchResult,NULL,N,60,11/2/2019 15:06
cb,Other,NULL,N,60,11/2/2019 15:06
cb,Product,NULL,N,60,11/2/2019 15:06
7b,Product,NULL,N,180,11/2/2019 15:07
cb,Homepage,NULL,N,30,11/2/2019 15:07
2c,Homepage,Base,Y,30,11/2/2019 15:08
6e,Homepage,NULL,N,60,11/2/2019 15:08
6e,SearchResult,NULL,N,60,11/2/2019 15:08
6e,Homepage,NULL,N,60,11/2/2019 15:08
6e,Other,NULL,N,60,11/2/2019 15:08
87,Checkout,NULL,N,60,11/2/2019 15:08
6e,SearchResult,NULL,N,60,11/2/2019 15:09
6e,Other,NULL,N,180,11/2/2019 15:09
6e,Product,NULL,N,64,11/2/2019 15:09
6e,Other,NULL,N,60,11/2/2019 15:09
6e,Category,NULL,N,60,11/2/2019 15:09
86,Other,NULL,N,60,11/2/2019 15:09
86,Category,NULL,N,360,11/2/2019 15:09
d3,Other,NULL,N,88,11/2/2019 15:09
d3,Checkout,NULL,N,48,11/2/2019 15:09
59,Other,NULL,N,120,11/2/2019 15:10
6e,Product,Base,Y,100,11/2/2019 15:10
6e,Homepage,NULL,N,15,11/2/2019 15:10
8e,Product,NULL,N,60,11/2/2019 15:10
d3,Category,NULL,N,60,11/2/2019 15:10
d3,Other,NULL,N,1200,11/2/2019 15:10
d3,Category,NULL,N,90,11/2/2019 15:10
d3,Other,NULL,N,60,11/2/2019 15:10
5a,Register,NULL,N,300,11/2/2019 15:11
87,Homepage,NULL,N,90,11/2/2019 15:11
d3,Product,NULL,N,80,11/2/2019 15:11
d3,Other,NULL,N,140,11/2/2019 15:11
d3,Homepage,NULL,N,60,11/2/2019 15:11
d3,Homepage,NULL,N,120,11/2/2019 15:11
d3,Category,NULL,N,60,11/2/2019 15:11
0b,Category,NULL,N,60,11/2/2019 15:12
0b,Product,NULL,N,60,11/2/2019 15:12
0b,Category,NULL,N,180,11/2/2019 15:12
0b,Other,NULL,N,390,11/2/2019 15:12
5a,Product,NULL,N,60,11/2/2019 15:12
d3,Other,NULL,N,70,11/2/2019 15:12
d3,Other,NULL,N,90,11/2/2019 15:12
0b,Product,NULL,N,120,11/2/2019 15:13
0b,Category,NULL,N,60,11/2/2019 15:13
0b,Other,NULL,N,90,11/2/2019 15:13
0b,Product,NULL,N,60,11/2/2019 15:13
0b,Product,NULL,N,315,11/2/2019 15:13
0b,Category,NULL,N,60,11/2/2019 15:13
1e,Category,NULL,N,60,11/2/2019 15:13
0c,Homepage,NULL,N,60,11/2/2019 15:14
0c,Other,NULL,N,60,11/2/2019 15:14
0c,Category,NULL,N,60,11/2/2019 15:14
ff,Other,NULL,N,1230,11/2/2019 15:15
d4,Other,NULL,N,60,11/2/2019 15:16
1,Category,NULL,N,30,11/2/2019 15:17
1,Other,NULL,N,180,11/2/2019 15:17
9f,Product,NULL,N,60,11/2/2019 15:17
a3,Product,NULL,N,60,11/2/2019 15:17
c5,Homepage,Base,Y,30,11/2/2019 15:17
1,BlogContent,NULL,N,60,11/2/2019 15:18
9e,Homepage,NULL,N,120,11/2/2019 15:20
27,Product,NULL,N,90,11/2/2019 15:23
27,Other,NULL,N,60,11/2/2019 15:23
42,Product,NULL,N,60,11/2/2019 15:23
42,Product,NULL,N,60,11/2/2019 15:23
42,Product,NULL,N,60,11/2/2019 15:23
0c,Homepage,NULL,N,60,11/2/2019 15:24
0c,Category,NULL,N,50,11/2/2019 15:24
28,Other,NULL,N,60,11/2/2019 15:24
0c,Other,NULL,N,210,11/2/2019 15:25
0c,Product,NULL,N,300,11/2/2019 15:25
0c,Product,NULL,N,60,11/2/2019 15:25
0c,Other,NULL,N,20,11/2/2019 15:25
0c,Product,NULL,N,60,11/2/2019 15:25
28,Product,NULL,N,60,11/2/2019 15:25
28,Product,NULL,N,80,11/2/2019 15:25
fc,Product,NULL,N,220,11/2/2019 15:25
28,Other,NULL,N,60,11/2/2019 15:26
81,Other,NULL,N,60,11/2/2019 15:27
a1,Product,NULL,N,90,11/2/2019 15:27
28,Other,Base,Y,259.1538462,11/2/2019 15:28
13,Category,NULL,N,15,11/2/2019 15:29
13,Category,NULL,N,40,11/2/2019 15:29
13,Product,NULL,N,50,11/2/2019 15:29
13,Category,NULL,N,240,11/2/2019 15:29
13,Product,NULL,N,128,11/2/2019 15:29
21,Homepage,NULL,N,144,11/2/2019 15:29
28,Category,NULL,N,120,11/2/2019 15:29
28,Other,NULL,N,60,11/2/2019 15:29
28,Category,NULL,N,100,11/2/2019 15:29
81,Other,NULL,N,60,11/2/2019 15:29
13,Product,NULL,N,60,11/2/2019 15:30
13,Category,Base,Y,1325,11/2/2019 15:30
28,Product,NULL,N,60,11/2/2019 15:30
28,Other,NULL,N,358,11/2/2019 15:30
28,Other,NULL,N,60,11/2/2019 15:31
96,Homepage,Base,Y,30,11/2/2019 15:31
0c,Other,NULL,N,30,11/2/2019 15:32
25,Product,NULL,N,40,11/2/2019 15:32
26,Other,NULL,N,60,11/2/2019 15:32
28,Category,NULL,N,400,11/2/2019 15:32
6f,Other,NULL,N,60,11/2/2019 15:32
28,Other,NULL,N,2460,11/2/2019 15:33
28,Category,Base,Y,764,11/2/2019 15:33
2c,Register,NULL,N,15,11/2/2019 15:34
e2,Product,NULL,N,60,11/2/2019 15:34
e2,Product,NULL,N,120,11/2/2019 15:34
0d,Category,Elite,Y,15,11/2/2019 15:35
0d,Product,NULL,N,120,11/2/2019 15:35
0d,Product,NULL,N,60,11/2/2019 15:35
0d,Homepage,NULL,N,60,11/2/2019 15:35
20,Checkout,Base,Y,278.1428571,11/2/2019 15:35
21,Homepage,Base,Y,113.5714286,11/2/2019 15:35
28,Other,Base,Y,416,11/2/2019 15:35
28,Product,NULL,N,60,11/2/2019 15:35
28,Other,Base,Y,20,11/2/2019 15:35
a8,Category,NULL,N,60,11/2/2019 15:35
d2,Category,NULL,N,120,11/2/2019 15:35
0d,Homepage,NULL,N,20,11/2/2019 15:36
d2,Product,NULL,N,60,11/2/2019 15:36
0d,Product,NULL,N,60,11/2/2019 15:37
0d,Other,NULL,N,160,11/2/2019 15:37
26,Other,NULL,N,291,11/2/2019 15:37
26,Other,NULL,N,60,11/2/2019 15:37
28,Other,Elite,Y,182,11/2/2019 15:37
29,Category,Elite,Y,80,11/2/2019 15:37
63,Category,NULL,N,60,11/2/2019 15:37
e2,Other,Base,Y,611.5714286,11/2/2019 15:37
e3,Homepage,NULL,N,220,11/2/2019 15:37
e3,Other,NULL,N,60,11/2/2019 15:37
0d,Other,NULL,N,60,11/2/2019 15:38
29,Other,NULL,N,60,11/2/2019 15:38
e3,Homepage,NULL,N,36,11/2/2019 15:38
e3,Product,NULL,N,170,11/2/2019 15:38
e3,Product,NULL,N,60,11/2/2019 15:38
e3,Homepage,NULL,N,30,11/2/2019 15:38
21,Product,NULL,N,180,11/2/2019 15:39
26,Homepage,Base,Y,30,11/2/2019 15:39
26,Product,NULL,N,120,11/2/2019 15:39
26,Other,NULL,N,156,11/2/2019 15:39
26,Product,NULL,N,60,11/2/2019 15:39
26,Other,NULL,N,60,11/2/2019 15:39
e3,Product,NULL,N,60,11/2/2019 15:39
e3,Homepage,NULL,N,60,11/2/2019 15:39
26,Product,NULL,N,60,11/2/2019 15:40
26,Homepage,NULL,N,40,11/2/2019 15:40
26,Category,NULL,N,60,11/2/2019 15:40
a8,Product,NULL,N,154,11/2/2019 15:40
a8,Other,NULL,N,192,11/2/2019 15:40
a9,Category,NULL,N,40,11/2/2019 15:40
e3,Product,NULL,N,30,11/2/2019 15:40
